outdectrhtime   outdectrh
347.7275   2.0825
347.7275   2.2125
347.7275   2.0450
347.7367   1.6024
347.7367   2.0924
347.7404   1.5985
347.7404   1.3885
347.7404   1.4285
347.7404   1.6585
347.7404   1.3724
347.7404   1.4624
347.7404   1.2924
347.7442   1.6485
347.7442   1.5385
347.7442   1.5885
347.7442   1.4824
347.7442   1.4024
347.7721   2.1625
347.7721   2.2825
347.7721   2.2025
347.7721   1.9050
347.7721   1.9850
347.7733   1.7685
347.7733   1.7824
347.7846   2.0885
347.7846   2.0885
347.7946   1.6285
347.7946   1.3324
347.7946   1.3824
347.7979   2.1585
347.7979   2.0385
347.7979   2.1185
347.7979   2.0685
347.7979   1.8824
347.7979   2.0224
347.7979   1.8324
347.8104   1.1285
347.8104   0.8385
347.8104   0.8424
347.8104   0.8424
347.8112   1.9585
347.8112   1.8185
347.8112   1.8685
347.8112   1.6724
347.8112   1.6724
347.8112   1.7324
347.8196   0.9925
347.8196   0.9925
347.8196   1.5525
347.8196   0.7450
347.8196   0.5650
347.8196   1.7050
347.8304   1.9985
347.8304   2.0285
347.8304   2.1085
347.8304   1.9085
347.8304   1.8724
347.8304   1.8624
347.8304   1.8224
347.8304   2.2224
347.8429   0.9424
347.8458   0.5124
347.8458   0.6824
347.8542   0.4585
347.8542   0.6085
347.8542   0.3324
347.8542   0.3224
347.8612   0.4124
347.8700   0.0585
347.8700   0.1185
347.8700   0.0785
347.8700   -0.0015
347.8700   -0.0376
347.8700   -0.0676
347.8700   -0.2076
347.8700   -0.4276
347.8929   -0.6415
347.8929   -0.3515
347.8929   -0.4415
347.8929   -0.5776
347.8929   -0.4876
347.8971   -0.5015
347.8971   -0.5015
347.8971   -0.4015
347.8971   -0.6476
347.8971   -0.6476
347.8971   -0.5376
347.9062   0.7125
347.9062   0.6425
347.9062   0.3950
347.9062   0.4850
347.9083   -0.2575
347.9271   0.1485
347.9271   0.1485
347.9271   0.0024
347.9271   -0.1376
347.9312   0.3525
347.9312   0.3025
347.9312   0.6425
347.9312   0.0550
347.9312   0.1350
347.9312   -0.0650
347.9425   -1.1015
347.9425   -1.0715
347.9425   -1.1815
347.9425   -1.0915
347.9425   -1.2276
347.9425   -1.2076
347.9446   -0.6275
347.9446   -0.6275
347.9446   -0.5775
347.9446   -0.8750
347.9446   -0.8750
347.9446   -0.8050
347.9504   -0.7650
347.9521   -0.9715
347.9521   -0.9715
347.9521   -1.0415
347.9521   -1.2576
347.9521   -1.2576
347.9521   -1.1776
347.9588   -1.2915
347.9588   -1.0715
347.9588   -1.2115
347.9588   -1.1715
347.9588   -1.1215
347.9588   -1.4076
347.9588   -1.2176
347.9588   -1.2076
347.9588   -1.3076
347.9642   -0.5515
347.9642   -0.5915
347.9642   -0.7276
347.9642   -0.6876
348.0096   -1.0215
348.0096   -1.1315
348.0096   -1.1715
348.0096   -1.2215
348.0096   -1.2776
348.0096   -1.1476
348.0096   -1.3076
348.0146   -1.3675
348.0146   -0.8975
348.0146   -1.0375
348.0146   -0.9475
348.0146   -1.5550
348.0146   -1.1950
348.0146   -1.1150
348.0229   -0.9175
348.0229   -0.9175
348.0229   -0.8775
348.0229   -1.1650
348.0229   -1.1650
348.0229   -1.2250
348.0267   -1.1415
348.0267   -0.8815
348.0267   -1.1515
348.0267   -1.2776
348.0267   -1.2676
348.0333   -1.2675
348.0333   -1.3875
348.0475   -0.6676
348.0483   -0.8015
348.0483   -0.8615
348.0483   -0.7976
348.0483   -0.7976
348.0483   -0.8476
348.0663   -1.2415
348.0663   -1.3876
348.0683   -1.3015
348.0683   -1.2815
348.0683   -1.2815
348.0683   -1.2615
348.0683   -1.1876
348.0683   -1.3976
348.0683   -1.2576
348.0704   -0.2975
348.0704   -0.2875
348.0704   -0.4075
348.0704   -0.1975
348.0704   -0.5550
348.0704   -0.5450
348.0704   -0.3850
348.0704   -0.7050
348.0825   -1.0315
348.0825   -1.0215
348.0825   -1.1315
348.0825   -1.0815
348.0825   -1.1776
348.0825   -1.1576
348.0825   -1.2676
348.0825   -1.6476
348.0854   -0.3215
348.0854   -0.2515
348.0854   -0.3876
348.0854   -0.4476
348.1058   0.1385
348.1058   0.0224
348.1346   -0.4015
348.1346   -0.5815
348.1346   -0.5215
348.1346   -0.4615
348.1346   -0.7376
348.1346   -0.5376
348.1346   -0.6576
348.1346   -1.0376
348.1375   0.1325
348.1375   0.0125
348.1375   0.0825
348.1375   -0.2350
348.1375   -0.2350
348.1375   -0.1350
348.1379   0.5785
348.1379   0.5885
348.1379   0.5885
348.1379   0.5085
348.1379   0.4424
348.1379   0.4524
348.1379   0.4424
348.1479   1.1424
348.1579   1.0485
348.1579   1.1685
348.1579   0.8924
348.1579   0.9224
348.1662   -0.3415
348.1662   -0.3215
348.1662   -0.2615
348.1662   -0.8276
348.1746   0.6425
348.1746   0.5825
348.1746   0.3750
348.1837   0.7025
348.1837   0.7025
348.1837   0.8025
348.1837   0.5650
348.1837   0.4450
348.1837   0.5850
348.1846   0.1085
348.1846   -0.0115
348.1846   0.1085
348.1846   -0.1576
348.1846   -0.1576
348.1846   -0.0176
348.1854   -0.3915
348.1854   -0.3915
348.1854   0.8985
348.1854   -0.6876
348.1854   0.7624
348.1888   1.7424
348.2129   1.2425
348.2129   1.2825
348.2129   1.0350
348.2129   1.1550
348.2138   1.9285
348.2138   1.8185
348.2138   1.7485
348.2138   1.3985
348.2138   1.8024
348.2138   1.7924
348.2138   1.8524
348.2246   2.6024
348.2287   0.2585
348.2479   2.1185
348.2479   2.0185
348.2479   1.8824
348.2479   1.9824
348.2725   2.0925
348.2725   2.0225
348.2725   2.1225
348.2725   2.2325
348.2725   1.7650
348.2725   1.8750
348.2725   1.7350
348.2825   1.9985
348.2825   -0.0415
348.2825   1.8624
348.2896   1.6425
348.2896   2.1625
348.2896   2.4550
348.3050   0.6685
348.3096   1.3785
348.3096   1.4585
348.3096   1.3985
348.3096   1.4385
348.3096   1.6685
348.3096   1.2424
348.3096   1.4724
348.3096   1.3024
348.3096   1.1024
348.3100   1.5725
348.3100   1.5725
348.3100   1.1750
348.3271   1.9124
348.3321   1.5525
348.3321   1.5425
348.3321   1.3424
348.3321   1.2950
348.3321   1.3250
348.3458   1.7885
348.3458   1.4385
348.3458   1.5824
348.3458   1.6524
348.3537   0.7685
348.3537   0.6585
348.3537   0.6224
348.3537   0.6324
348.3542   0.2285
348.3542   0.6585
348.3542   0.5224
348.3717   0.6085
348.3717   0.4685
348.3833   0.3024
348.3892   1.3485
348.3892   1.4485
348.3892   1.2224
348.3963   -0.2215
348.3963   -0.1715
348.3963   -0.2976
348.3963   -0.2076
348.4079   0.0925
348.4079   0.0625
348.4079   0.0425
348.4079   -0.3050
348.4079   -0.1350
348.4079   -0.2150
348.4079   -0.0750
348.4087   -0.5776
348.4171   0.1585
348.4171   -0.2715
348.4171   0.5785
348.4171   0.2924
348.4196   0.7885
348.4196   0.7885
348.4196   0.6385
348.4196   0.7185
348.4196   0.6324
348.4196   0.5024
348.4196   0.5024
348.4196   1.0324
348.4233   -0.9215
348.4233   -0.9315
348.4233   -0.7315
348.4233   -1.1215
348.4233   -1.0776
348.4233   -0.9076
348.4233   -1.0176
348.4446   0.1685
348.4446   0.3085
348.4450   -0.5775
348.4450   -0.6575
348.4450   -0.8350
348.4450   -0.8350
348.4450   -0.8850
348.4517   -1.0076
348.4517   -0.8276
348.4767   -1.8976
348.5013   -1.0215
348.5221   -1.2475
348.5221   -0.9575
348.5221   -1.1075
348.5221   -1.0175
348.5221   -1.2650
348.5221   -1.1850
348.5275   -1.2515
348.5275   -1.1915
348.5275   -1.3976
348.5275   -1.3176
348.5342   -1.6176
348.5504   -1.0515
348.5504   -1.1715
348.5504   -1.3076
348.5583   -1.1976
348.5583   -1.0276
348.5583   -1.1376
348.5750   -1.5315
348.5750   -1.3815
348.5750   -1.6676
348.5750   -1.5276
348.5954   -1.2515
348.5954   -0.3615
348.5954   -1.2315
348.5954   -1.3676
348.5954   -1.3776
348.6212   0.1085
348.6212   0.1085
348.6221   -0.6775
348.6221   -0.5775
348.6221   -0.5575
348.6221   -0.6075
348.6221   -0.9075
348.6221   -0.8550
348.6221   -0.9250
348.6221   -0.8050
348.6221   -0.8750
348.6221   -0.6250
348.6446   0.4785
348.6446   0.4685
348.6446   0.4724
348.6496   1.3385
348.6496   0.7785
348.6496   0.6424
348.6496   0.6424
348.6500   -0.4050
348.6508   0.8425
348.6508   0.0425
348.6508   0.5250
348.6508   0.6250
348.6567   0.8385
348.6567   1.0285
348.6567   0.8785
348.6567   0.9485
348.6567   0.8524
348.6567   0.8924
348.6567   0.7324
348.6567   1.1224
348.6596   -0.6915
348.6596   -0.5015
348.6596   -0.4015
348.6596   -0.6476
348.6596   -0.6476
348.6596   -0.5376
348.6600   -0.4115
348.6600   -0.4715
348.6600   -0.4676
348.6600   -0.5376
348.6800   -0.2215
348.6958   0.1985
348.6958   0.1085
348.6958   0.2085
348.6958   0.2785
348.6958   -0.0476
348.6958   0.0624
348.6958   0.0724
348.6958   -0.4376
348.7125   0.4185
348.7125   -0.3915
348.7125   0.5685
348.7125   0.4324
348.7125   0.4424
348.7337   1.7524
348.7450   0.9785
348.7450   1.0985
348.7450   0.8224
348.7450   0.8524
348.7462   2.2125
348.7462   2.1325
348.7462   2.2325
348.7462   2.4725
348.7462   1.8750
348.7462   2.1150
348.7462   1.9750
348.7462   1.7750
348.7575   2.3424
348.7671   2.4085
348.7671   2.4085
348.7671   2.3685
348.7671   2.1724
348.7671   2.2424
348.7671   2.2724
348.7671   2.2224
348.7696   1.9125
348.7696   1.9425
348.7696   1.7250
348.7796   2.0585
348.7796   2.0724
348.7800   1.9885
348.7800   1.8485
348.7921   2.1985
348.7921   2.1924
348.7921   2.1324
348.8062   0.3685
348.8062   2.2185
348.8062   2.0885
348.8062   2.1785
348.8062   2.1285
348.8062   1.9324
348.8062   2.0824
348.8062   1.8924
348.8083   2.1085
348.8083   2.0185
348.8083   1.9624
348.8083   1.8224
348.8083   1.8924
348.8167   0.1025
348.8167   0.1025
348.8167   1.3625
348.8167   1.1450
348.8229   1.7885
348.8229   2.2385
348.8229   1.7585
348.8229   1.8385
348.8229   2.0724
348.8229   1.6524
348.8229   1.4724
348.8229   1.4224
348.8462   1.7424
348.8583   1.2724
348.8617   1.0485
348.8617   1.0185
348.8617   1.0224
348.8617   1.0624
348.8879   0.6224
348.8879   0.6424
348.8879   0.6324
348.8879   0.1324
348.8942   0.1685
348.8942   0.1685
348.8942   0.2785
348.8942   0.0224
348.8942   0.1624
348.8942   0.3024
348.8979   0.0285
348.8979   0.2085
348.8979   0.0385
348.8979   0.2585
348.8979   -0.0776
348.8979   0.0424
348.8979   0.0524
348.8979   -0.4576
348.9054   0.6925
348.9054   -0.0315
348.9054   0.1485
348.9054   0.0124
348.9054   -0.1676
348.9125   1.2325
348.9125   1.2425
348.9125   0.9850
348.9125   1.1350
348.9242   0.7085
348.9242   0.7085
348.9242   0.5624
348.9242   0.5624
348.9417   -0.1475
348.9417   -0.1975
348.9417   -0.3950
348.9417   -0.3950
348.9417   -0.2950
348.9492   -0.8315
348.9492   -0.7415
348.9492   -0.8276
348.9492   -0.8276
348.9492   -0.7276
348.9596   -1.0315
348.9596   -1.0415
348.9596   -1.0015
348.9596   -1.0515
348.9596   -1.1776
348.9596   -1.1676
348.9675   -0.4775
348.9675   0.1925
348.9675   0.1625
348.9675   0.2725
348.9675   0.6025
348.9675   0.0150
348.9675   0.0950
348.9675   0.0050
348.9675   -0.1050
348.9754   -0.2115
348.9754   -0.0115
348.9754   -0.1376
348.9754   -0.1976
348.9917   -1.3315
348.9917   -1.2015
348.9917   -1.2115
348.9917   -1.3315
348.9917   -1.4015
348.9917   -1.3676
